,Duration,Call Id,Match,mnth_sin,day_sin,hr_sin,mnth_cos,day_cos,hr_cos,type_Current Customer,type_Hang-ups,type_Other,type_Sales,type_Service,status_Answering Service/Call Center,status_Current Customer,status_Disconnected in Progress,status_Existing Customer Prospect,status_Hang-up,status_Left Message/Voice Mail,status_New Prospect,status_Other,status_Referral Prospect,status_Repeat Caller,Words
1535,203,659725016,1,0.258819045,0.258819045,0.866025404,1,1,-0.866025404,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,the great day for your service Leah speaking to Lisa smile so I scheduled for Last Friday but it had to be switched to tomorrow the problem is my printer stopped working so I'm wondering if I can get someone else today Louis tomorrow morning how do you with your homies hey sexy so sad I know I'm listening to her room my room I stay with you hi there sorry I fell asleep 4:00 okay so overnight it was off all night and we have three little kids we can't we can't wait yes Murrell actually for you today between 2 and 4 coupon and then because it was shipped it from Friday it was they were going to wait 50 crust so what are we looking at today then so it'll be what super super safe for the service it was 50% off so from 90 down to 50 I want to 40 something and then because they had to move us they were going to waive that for tomorrow but now we're in a situation where we have to see it today I'll send one and then he'll see what kind of response I need to know like so much 
1541,50,746141113,0,1.22E-16,0.5,-0.258819045,0.866025404,0.866025404,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,another test call me sure everything graham cracker 
1547,109,1029299345,0,1.22E-16,0.707106781,-0.707106781,0.866025404,0.5,0.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,okay 4:30 to hear they're out of the schedule here can you a call back with the program oh yeah anyways companies in heart fucking emergency and everything 
1553,163,745096363,0,1.22E-16,0.707106781,0.866025404,0.866025404,0.5,-0.866025404,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Star Warfare talk to you service call where you left it where it was last night cuz I didn't get a chance to talk I'm not sure if I'm waiting for him to get our sure what's going on but it's still not working from 16 Rector Street find out what are some of tight on the wall yeah that's not working either one of the girls now in the office I talked to her that you said that they couldn't fix it after a call for our gift okay bye now 
1559,305,1030192170,0,1.22E-16,0.866025404,-0.866025404,0.866025404,6.12E-17,1.19E-15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,hey Alfred this an answering service morning hi 5 Burke Road Unit yeah Seymour Ass tripod call Tony purple 
1565,165,743407340,0,1.22E-16,0.5,-0.707106781,0.866025404,0.866025404,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Frisco one of your other Christians step part 2 of electrical Raleigh yes I can have the car you have to do so I wouldn't expect you to take a half a day to do trying to book hello grateful is on the way we'll just give us a little heads up alright bye 
1571,278,1031052367,0,1.22E-16,0,0.258819045,0.866025404,0.866025404,0.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Arthur it's Brendan I have outdoor furnace yeah well I'm on my way to called correct and that time year than a lot before it is important 205 North 3rd Road even have a great yes I think you one woman just posted bicycle holding lines go for tomorrow I'll be with you and have Mom huge balls floral that towards Austin's mom we were in tomorrow I do have the score Google well I'm off work though I'm out of town but I do I will give you a call tomorrow with your for work no more than 1 thank you very much 
1577,121,1031544181,0,1.22E-16,0.707106781,-2.45E-16,0.866025404,0.5,0.866025404,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,if we How can I just wondering how much it cost for a maintenance inspection on my furnace dollars for the first name is it would be $60 we need you so it we want to throw one you want to do you want to know what it would be $6 so that was included for the in for the AC so what does that include you would start of the weather if I was what's the time frame looking like for next week we have some more available go on your way calm then call you back bye 
1583,191,740370646,0,0.258819045,0.707106781,-0.5,0.5,0.5,0.866025404,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,okay perfect 
1589,94,740052016,0,0.258819045,0.5,-0.258819045,0.5,0.866025404,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,it don't have the morning available on that morning available also a medical 
1595,763,1033003927,0,0.258819045,0.258819045,-0.866025404,0.5,1,1.19E-15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Define at home service there was looking to make you smile hey it's my name is Aundrea well Dean I'm one of our electricians Glenn Moore at post net rain today and I'm just calling to see if I'm able to send me the invoice four the word has been received if you just give us an initial quote when he came in last week didn't include Ellie discount percent discount and it's Melissa Marie about it and she's going to send me a revised invoice but I shouldn't have not you know pass today back this way that is 519 Raleigh Boulevard our l z i gee n no problem so when's the drug store you're going to voice confirmation so the dog it's just what he can to finish now so we're waiting for the inspector to screw stuff to come back hurts which is new finish up Christmas off so you're saying voice coming morrow at 4 at the very roses just payment is due the actual payment is because it's not $1 for sure that we have it available I know you're coming tomorrow we've had there but yeah he said he's been 99 but she's not 100 voice if you want to see my sister know how much everything is going to be it would be once in process in and help us well I'm I'm looking for both trailers because we we actually get on the l e a discount so if it has voice Lucy Elliott now just so we have that and then the end jobs as a final final voice test okay I saw the dispatcher shows for the discount Rose 403-4380 what sorry 4039 yes $403.90 sorry for everything I believe is as disk the best discounted stuff how much the job costing just okay okay okay so what is the final app the finalized after he comes tomorrow he'll be able now it's just as nice so I wouldn't be like once Rob will have a base price for you okay okay so I don't keep coming to our house tomorrow just from what my husband is specially personal now we have to wait for the ESN women to inspect store first all other than yes yeah when I initially called in to request installation estimate yes no ice and then he came to our house he did Nations he sent us an estimate and then all the Maria Bach and I had to her again today that include Nellie Gaston if you are not let snow doesn't so then whatever exclamation us take 1% off of that and estimation was like 3000 something I can't remember whatever so she said to 10% off and then he came to her house did the work yesterday and she's about and what he needs to do or would be for her to come through and work then we'll come back drywall is done to complete the remaining 10% of the work so we're just trying and idea what race is loose account cos so far to sell them but I wanted to ask already including 10% discount even if she's going to smile smile finals total of course and then I wanted to ask you these payments are due alright yes you yes hi Stan I see all the foundry you have okay yeah just sorry but she's kind of bring you up to date as to what we were or Joyce can you keep asking about a discount l e r a discount yes okay so when I had called Misha Lee I spell area I'm looking for someone to come and what not for my business and they said I my knees with alley she said great okay for me please estimator us an estimate then Maria I said include temporary issue with whomever and they said no it's not Securus night off temper perfect so just call me right now because the electrician has been about 94 so weird this week Monday excuse me through yes to come in for some information press 10% of job so I was only able to see status showing on the estimate I'm for and by when payment book so the $0.09 is due like as of Glenn has a price here in in an email this to you he emailed us the initial estimate not food for them as complete so scare with me here so in terms of payment we do 19 inch whatever you need we won't be able to pay with credit cards as we can buy the basement on the Kurt's so we went through on the credit card so we have three dozen available on it easier for you so she Hospital just okay only because your business I'm sure you get here bye consider okay it's absolutely no problem I'll just explain that to John's wife does the account that fine I'll true payment and it's I'm assuming it'll post and Bradley if that your email address is your email to Weldon please yeah that's my husband's email about my invoice voices on as last year the one key recoverable slim would have figured out what the 90th so that's in the notes as well press the soul say we have a discount okay Christmas else I can I have you I have Pepsi invoice put a little blurb in there about some okay and I'm going to CC Marzano the so she knows her know that all I can tell you very much no problem alright take care see you 
